y,Spot-only,PM-only,Combined
0,0.09169778323876934,0.9911366564510056,0.9913854421706031
0,0.55316435421025,0.9809316651775588,0.9985847675626464
0,0.1591264570566003,0.9814943133946609,0.9898384757588221
0,0.7251181241249839,0.9944443813745965,0.9994090265326729
1,0.2811647951197408,0.9944441550786312,0.9958354864079528
0,0.8487156099944577,0.9932507498691758,0.9997055107173202
1,0.6196718682209162,0.981018838550638,0.9984982689494666
1,0.8281763017259096,0.9975778344373615,0.9998203545100119
0,0.37543454739893883,0.9907740368995637,0.9970099628946528
0,0.5681975244673687,0.9825722455126846,0.9981479467466501
1,0.4414299168502894,0.9975505845882195,0.9991860438988658
0,0.3255071050899081,0.987320703074908,0.996419601350607
0,0.17616438138308846,0.9919993727165817,0.9923593623508341
1,0.8687651747395635,0.9974702967755742,0.9998909173730444
1,0.8974012924076844,0.9976736801762693,0.9998937517986998
0,0.14605286344779936,0.9861630580380165,0.989361843664879
0,0.2934468821923622,0.9803342187867625,0.9944689194286725
0,0.7641417433265438,0.9961333501828632,0.999577117068517
1,0.6689287425316924,0.9976959181544531,0.9996883082093305
1,0.7489093764310516,0.994035407179297,0.9996001005051373
1,0.7439430243695241,0.9762934604217294,0.9989482104457601
1,0.680504806640743,0.9944831339349656,0.9992501423040426
1,0.3442544645656356,0.9750594775876396,0.9954882086951371
1,0.8014257283763695,0.9900293848530847,0.999500215072247
0,0.14708799210044288,0.9710337029183361,0.9825858964472615
1,0.7395880823258705,0.9972148728269774,0.9995531741078985
1,0.9878233780645844,0.9967899961668203,0.9999741555531566
0,0.20052609373385713,0.9334209643622475,0.9864401062127715
0,0.6920597732886975,0.9973976740742595,0.9993631323393017
1,0.6253420788869847,0.9597476038108138,0.9979959479179495
1,0.8304033846616862,0.9938042950039527,0.9995280598608989
1,0.9543069716467198,0.9785871488450704,0.9996117373168901
1,0.9566384516076839,0.9963674766420296,0.9998654567197962
1,0.6674398370038364,0.9975789558805954,0.9992530526882043
1,0.9020615281400142,0.9767730463784784,0.9994564096174167
0,0.6852971688581929,0.9874425596952691,0.9986993854401555
